"fichero","seccion","linea","castellano","ingles_referencia","EUSKERA"
"legal.ts","legalDocs","158","Información sobre el tratamiento de tus datos personales conforme al Reglamento (UE) 2016/679 (RGPD) y la Ley Orgánica 3/2018 (LOPDGDD).","Information on the processing of your personal data under Regulation (EU) 2016/679 (GDPR) and Spanish Organic Law 3/2018 (LOPDGDD).","Zure datu pertsonalen tratamenduari buruzko informazioa, 2016/679 (EB) Erregelamenduaren (DBEO) eta 3/2018 Lege Organikoaren (DBLO) arabera."
"legal.ts","legalDocs","165","1. Responsable del tratamiento","1. Data controller","1. Tratamenduaren arduraduna"
"legal.ts","legalDocs","171","El responsable del tratamiento de tus datos es ${LEGAL.titular}, con NIF ${LEGAL.nif.es}, domicilio en ${LEGAL.domicilio} y correo de contacto ${LEGAL.email}.","The controller of your data is ${LEGAL.titular}, tax ID ${LEGAL.nif.en}, address ${LEGAL.domicilio}, contact email ${LEGAL.email}.","Zure datuen tratamenduaren arduraduna ${LEGAL.titular} da, ${LEGAL.nif.es} IFZ duena, ${LEGAL.domicilio} helbidean eta ${LEGAL.email} harremanetarako helbide elektronikoarekin."
"legal.ts","legalDocs","179","2. Datos que tratamos y finalidad","2. Data we process and purpose","2. Tratatzen ditugun datuak eta helburua"
"legal.ts","legalDocs","185","Tratamos los datos que nos facilitas voluntariamente a través del formulario ""Empezar proyecto"" o al contactarnos por correo electrónico (nombre, email, teléfono si lo indicas, datos de tu negocio y la información que incluyas en tu mensaje), con la finalidad de atender tu solicitud, elaborar una propuesta y, en su caso, prestarte nuestros servicios. Los envíos del formulario se almacenan en nuestros propios sistemas y generan un correo de confirmación automático.","We process the data you voluntarily provide through the ""Start a project"" form or when contacting us by email (name, email, phone if given, details about your business and any information you include in your message), in order to handle your request, prepare a proposal and, where applicable, provide our services. Form submissions are stored on our own systems and trigger an automatic confirmation email.","""Proiektua hasi"" inprimakiaren bidez edo posta elektronikoz harremanetan jartzean borondatez ematen dizkiguzun datuak tratatzen ditugu (izena, emaila, telefonoa adierazten baduzu, zure negozioaren datuak eta zure mezuan sartzen duzun informazioa), zure eskaerari erantzuteko, proposamen bat prestatzeko eta, hala badagokio, gure zerbitzuak emateko. Inprimakiaren bidalketak gure sistemetan gordetzen dira eta berrespen-mezu automatiko bat sortzen dute."
"legal.ts","legalDocs","192","3. Legitimación","3. Legal basis","3. Legitimazioa"
"legal.ts","legalDocs","195","La base legal es tu consentimiento al contactarnos y, cuando proceda, la ejecución de un contrato de servicios o el interés legítimo en responder a tus solicitudes.","The legal basis is your consent when contacting us and, where applicable, the performance of a service contract or the legitimate interest in responding to your requests.","Oinarri legala harremanetan jartzean ematen duzun baimena da eta, hala badagokio, zerbitzu-kontratu baten betearazpena edo zure eskaerei erantzuteko interes legitimoa."
"legal.ts","legalDocs","203","4. Conservación de los datos","4. Data retention","4. Datuak gordetzea"
"legal.ts","legalDocs","209","Conservamos tus datos durante el tiempo necesario para atender tu solicitud y, si llegamos a trabajar juntos, durante la relación contractual y los plazos legales aplicables. Después se suprimen de forma segura.","We keep your data for as long as necessary to handle your request and, if we end up working together, for the duration of the contractual relationship and the applicable legal periods. They are then securely deleted.","Zure datuak zure eskaerari erantzuteko beharrezkoa den denboran gordetzen ditugu eta, elkarrekin lan egitera iristen bagara, harreman kontraktualak dirauen bitartean eta aplikatu beharreko legezko epeetan. Ondoren, modu seguruan ezabatzen dira."
"legal.ts","legalDocs","216","5. Destinatarios","5. Recipients","5. Hartzaileak"
"legal.ts","legalDocs","219","No cedemos tus datos a terceros, salvo obligación legal. Podemos utilizar proveedores de servicios (alojamiento, correo) que actúan como encargados del tratamiento con las debidas garantías.","We do not share your data with third parties except where legally required. We may use service providers (hosting, email) acting as data processors with the appropriate safeguards.","Ez ditugu zure datuak hirugarrenei lagatzen, legezko betebeharra izan ezean. Zerbitzu-hornitzaileak erabil ditzakegu (ostatatzea, posta), tratamenduaren eragile gisa jarduten dutenak behar diren bermeekin."
"legal.ts","legalDocs","226","6. Tus derechos","6. Your rights","6. Zure eskubideak"
"legal.ts","legalDocs","229","Puedes ejercer tus derechos de acceso, rectificación, supresión, oposición, limitación y portabilidad escribiendo a ${LEGAL.email}. También tienes derecho a presentar una reclamación ante la Agencia Española de Protección de Datos (www.aepd.es).","You may exercise your rights of access, rectification, erasure, objection, restriction and portability by writing to ${LEGAL.email}. You also have the right to lodge a complaint with the Spanish Data Protection Agency (www.aepd.es).","Sarbide, zuzenketa, ezabatze, aurkakotasun, mugatze eta eramangarritasun eskubideak balia ditzakezu ${LEGAL.email} helbidera idatziz. Halaber, Datuak Babesteko Espainiako Agentziaren aurrean erreklamazioa aurkezteko eskubidea duzu (www.aepd.es)."
"legal.ts","legalDocs","236","7. Seguridad","7. Security","7. Segurtasuna"
"legal.ts","legalDocs","239","Aplicamos medidas técnicas y organizativas adecuadas para proteger tus datos frente a accesos no autorizados, pérdida o alteración.","We apply appropriate technical and organisational measures to protect your data against unauthorised access, loss or alteration.","Neurri tekniko eta antolakuntzazko egokiak aplikatzen ditugu zure datuak baimenik gabeko sarbide, galera edo aldaketen aurrean babesteko."
"legal.ts","legalDocs","249","Cookies","Cookies","Cookieak"
"legal.ts","legalDocs","250","Política de cookies","Cookie policy","Cookie-politika"
"legal.ts","legalDocs","252","Información sobre el uso de cookies en este sitio, conforme al artículo 22.2 de la LSSI-CE.","Information on the use of cookies on this site, in accordance with article 22.2 of the LSSI-CE.","Gune honetan cookieen erabilerari buruzko informazioa, LSSI-CEren 22.2 artikuluaren arabera."
"legal.ts","legalDocs","259","1. ¿Qué son las cookies?","1. What are cookies?","1. Zer dira cookieak?"
"legal.ts","legalDocs","265","Las cookies son pequeños archivos que se descargan en tu dispositivo al visitar una web y permiten su funcionamiento, así como recopilar información sobre la navegación.","Cookies are small files downloaded to your device when you visit a website. They allow the site to work and can collect information about your browsing.","Cookieak web bat bisitatzean zure gailuan deskargatzen diren fitxategi txikiak dira eta haren funtzionamendua ahalbidetzen dute, baita nabigazioari buruzko informazioa biltzea ere."
"legal.ts","legalDocs","273","2. Cookies que utilizamos","2. Cookies we use","2. Erabiltzen ditugun cookieak"
"legal.ts","legalDocs","279","Cookies técnicas necesarias: imprescindibles para el funcionamiento del sitio y para recordar tus preferencias (como el idioma o tu decisión sobre cookies). No requieren consentimiento.","Necessary technical cookies: essential for the site to work and to remember your preferences (such as language or your cookie choice). They do not require consent.","Beharrezko cookie teknikoak: ezinbestekoak gunearen funtzionamendurako eta zure hobespenak gogoratzeko (hizkuntza edo cookieei buruzko zure erabakia, esaterako). Ez dute baimenik behar."
"legal.ts","legalDocs","284","No utilizamos cookies de terceros ni de seguimiento. Para medir las visitas usamos Umami, una herramienta de analítica autoalojada en nuestros propios servidores que no usa cookies, no identifica a los visitantes y no comparte datos con terceros. El resto de recursos del sitio, incluidas las fuentes tipográficas, también se sirven desde nuestros propios dominios.","We do not use third-party or tracking cookies. To measure visits we use Umami, an analytics tool self-hosted on our own servers that sets no cookies, does not identify visitors and shares no data with third parties. All other site resources, including the typefaces, are also served from our own domains.","Ez dugu hirugarrenen cookierik ezta jarraipenekorik ere erabiltzen. Bisitak neurtzeko Umami erabiltzen dugu, gure zerbitzari propioetan auto-ostatatutako analitika-tresna bat, cookierik erabiltzen ez duena, bisitariak identifikatzen ez dituena eta hirugarrenekin daturik partekatzen ez duena. Guneko gainerako baliabideak, letra-tipoak barne, gure domeinu propioetatik ere zerbitzatzen dira."
"legal.ts","legalDocs","292","3. Gestión de cookies","3. Managing cookies","3. Cookieen kudeaketa"
"legal.ts","legalDocs","298","Puedes aceptar o rechazar las cookies no necesarias desde el aviso que aparece al entrar. Además, puedes configurar o eliminar las cookies desde los ajustes de tu navegador en cualquier momento.","You can accept or reject non-essential cookies from the banner shown on entry. You can also configure or delete cookies from your browser settings at any time.","Sartzean agertzen den oharretik onar edo ezets ditzakezu beharrezkoak ez diren cookieak. Gainera, zure nabigatzailearen ezarpenetatik konfigura edo ezaba ditzakezu cookieak edonoiz."
"legal.ts","legalDocs","305","4. Consentimiento","4. Consent","4. Baimena"
"legal.ts","legalDocs","308","Al aceptar, consientes el uso de las cookies descritas. Puedes cambiar tu decisión en cualquier momento borrando las cookies del sitio en tu navegador.","By accepting, you consent to the use of the cookies described. You can change your decision at any time by clearing the site’s cookies in your browser.","Onartzean, deskribatutako cookieen erabilera baimentzen duzu. Zure erabakia edonoiz alda dezakezu zure nabigatzailean guneko cookieak ezabatuz."
"legal.ts","legalDocs","318","Términos","Terms","Baldintzak"
"legal.ts","legalDocs","319","Términos y condiciones","Terms & conditions","Baldintza orokorrak"
"legal.ts","legalDocs","321","Condiciones generales que regulan la contratación de los servicios de diseño y desarrollo web ofrecidos por el titular.","General terms governing the contracting of the web design and development services offered by the owner.","Titularrak eskaintzen dituen web diseinu eta garapen zerbitzuen kontratazioa arautzen duten baldintza orokorrak."
"legal.ts","legalDocs","327","1. Objeto","1. Purpose","1. Xedea"
"legal.ts","legalDocs","330","${BRAND} ofrece servicios de branding, diseño y desarrollo web, tiendas online y mantenimiento, bajo una cuota fija mensual (tarifa plana) según el plan contratado.","${BRAND} provides branding, web design and development, online stores and maintenance services, under a fixed monthly fee (flat rate) according to the plan contracted.","${BRAND} markak branding, web diseinu eta garapen, online denda eta mantentze-lan zerbitzuak eskaintzen ditu, hileroko kuota finko baten pean (tarifa laua), kontratatutako planaren arabera."
"legal.ts","legalDocs","338","2. Tarifas y pagos","2. Fees and payments","2. Tarifak eta ordainketak"
"legal.ts","legalDocs","344","Los servicios se prestan mediante una cuota mensual que incluye alojamiento, certificado SSL, mantenimiento y actualizaciones, según el plan elegido. La cuota se factura de forma periódica y los precios pueden actualizarse comunicándolo previamente al cliente.","Services are provided through a monthly fee that includes hosting, SSL certificate, maintenance and updates, according to the chosen plan. The fee is billed periodically and prices may be updated with prior notice to the client.","Zerbitzuak hileroko kuota baten bidez ematen dira, ostatatzea, SSL ziurtagiria, mantentze-lanak eta eguneratzeak barne hartzen dituena, aukeratutako planaren arabera. Kuota aldizka fakturatzen da eta prezioak egunera daitezke bezeroari aldez aurretik jakinaraziz."
"legal.ts","legalDocs","349","El dominio no está incluido en la cuota: su registro es un pago único e independiente, cuyo importe varía según el nombre elegido. El titular puede gestionar su compra por cuenta del cliente.","The domain is not included in the fee: its registration is a separate one-time payment whose amount varies depending on the chosen name. The owner may handle its purchase on behalf of the client.","Domeinua ez dago kuotan sartuta: haren erregistroa ordainketa bakar eta independente bat da, eta zenbatekoa aukeratutako izenaren araberakoa da. Titularrak bezeroaren kontura kudea dezake haren erosketa."
"legal.ts","legalDocs","354","Además de la cuota mensual, la contratación de cualquier plan incluye una alta única de puesta en marcha, cuyo importe depende del plan contratado (consultar tarifas vigentes); esta alta no es reembolsable una vez iniciado el servicio. En los planes con tienda online, las comisiones de la pasarela de pago las factura directamente el proveedor de pago (p. ej. Stripe o Redsys) y no forman parte de la cuota del titular.","In addition to the monthly fee, signing up to any plan includes a one-time setup fee, the amount of which depends on the plan contracted (see current pricing); this setup fee is non-refundable once the service has started. On plans that include an online store, payment gateway fees are billed directly by the payment provider (e.g. Stripe or Redsys) and are not part of the owner's fee.","Hileroko kuotaz gain, edozein plan kontratatzeak abian jartzeko hasierako kuota bakar bat barne hartzen du, eta haren zenbatekoa kontratatutako planaren araberakoa da (ikus indarrean dauden tarifak); hasierako kuota hori ez da itzulgarria zerbitzua hasi ondoren. Online denda duten planetan, ordainketa-pasabidearen komisioak ordainketa-hornitzaileak berak fakturatzen ditu zuzenean (adib. Stripe edo Redsys) eta ez dira titularraren kuotaren parte."
"legal.ts","legalDocs","362","3. Propiedad y alcance del servicio","3. Ownership and scope of service","3. Jabetza eta zerbitzuaren irismena"
"legal.ts","legalDocs","368","El diseño, el código y la infraestructura de la web son desarrollados y mantenidos por ${BRAND}, que conserva su titularidad. El servicio consiste en mantener la web operativa y actualizada mientras el cliente mantenga su tarifa plana en vigor.","The design, code and infrastructure of the website are developed and maintained by ${BRAND}, which retains ownership of them. The service consists of keeping the website operational and up to date while the client keeps their flat-rate plan active.","Webaren diseinua, kodea eta azpiegitura ${BRAND} markak garatzen eta mantentzen ditu, eta horien titulartasuna gordetzen du. Zerbitzua weba operatibo eta eguneratuta mantentzean datza, bezeroak bere tarifa laua indarrean mantentzen duen bitartean."
"legal.ts","legalDocs","376","4. Duración y cancelación","4. Term and cancellation","4. Iraupena eta bertan behera uztea"
"legal.ts","legalDocs","382","No existe permanencia. El cliente puede cancelar cuando lo desee; al finalizar la relación, la web deja de renovarse y se da de baja. El dominio, si fue adquirido, seguirá las condiciones de su registro.","There is no minimum commitment. The client may cancel at any time; when the relationship ends, the website stops being renewed and is taken down. The domain, if acquired, will follow the conditions of its registration.","Ez dago iraunkortasunik. Bezeroak nahi duenean utz dezake bertan behera; harremana amaitzean, weba ez da berritzen eta baja ematen zaio. Domeinuak, eskuratu bazen, bere erregistroaren baldintzei jarraituko die."
"legal.ts","legalDocs","390","5. Obligaciones del cliente","5. Client obligations","5. Bezeroaren betebeharrak"
"legal.ts","legalDocs","396","El cliente se compromete a facilitar la información y los materiales necesarios para la prestación del servicio, y a que dichos contenidos no infrinjan derechos de terceros ni la legislación vigente.","The client agrees to provide the information and materials needed to deliver the service, and to ensure that such content does not infringe third-party rights or applicable law.","Bezeroak zerbitzua emateko beharrezkoak diren informazioa eta materialak emateko konpromisoa hartzen du, eta eduki horiek hirugarrenen eskubideak edo indarrean dagoen legeria ez urratzekoa."
"legal.ts","legalDocs","403","6. Responsabilidad","6. Liability","6. Erantzukizuna"
"legal.ts","legalDocs","406","El titular pondrá todos los medios razonables para garantizar la disponibilidad y seguridad del servicio, sin que pueda responsabilizarse de incidencias ajenas a su control (proveedores, fuerza mayor, etc.).","The owner will use all reasonable means to ensure the availability and security of the service, but cannot be held responsible for incidents beyond its control (providers, force majeure, etc.).","Titularrak bide arrazoizko guztiak jarriko ditu zerbitzuaren erabilgarritasuna eta segurtasuna bermatzeko, baina ezin da bere kontroletik kanpoko gorabeheren erantzule izan (hornitzaileak, ezinbesteko kasuak, etab.)."
"legal.ts","legalDocs","414","7. Legislación aplicable","7. Applicable law","7. Aplikatu beharreko legeria"
"legal.ts","legalDocs","420","Estas condiciones se rigen por la legislación española. Cualquier controversia se someterá a los juzgados y tribunales del domicilio del titular, salvo que la ley disponga otra cosa.","These terms are governed by Spanish law. Any dispute will be submitted to the courts of the owner’s domicile, unless the law provides otherwise.","Baldintza hauek Espainiako legeriak arautzen ditu. Edozein auzi titularraren egoitzako epaitegi eta auzitegien mende jarriko da, legeak bestelakorik xedatzen ez badu."
